road_age_years,daily_traffic,heavy_vehicle_pct,rainfall_mm,waterlogging_events,drainage_score,asphalt_quality,repair_count,avg_temperature,soil_stability,road_damage_index,predicted_damage,risk_level,x,y
14,26820,19.924746935512538,364,17,9,7,2,29,9,50.691120458703594,57.300820663085304,Moderate,78,53
11,7697,15.186413140414142,287,7,9,8,0,11,7,-14.493501376560058,-15.58351665078709,Healthy,49,37
7,45678,42.47222519413363,352,17,6,2,7,41,7,138.80666851992996,134.23181049552284,Critical,88,16
9,43025,34.33671903287425,421,8,10,5,7,37,10,58.71410446625884,61.31594731689299,Moderate,63,30
16,13963,33.29221278104015,207,18,5,5,8,13,7,89.09622806869527,95.24467295809748,Critical,80,0
5,2081,19.122323354585223,158,9,7,9,5,16,5,-7.645370476302663,-8.77938051775503,Healthy,96,5
20,21269,6.9184168201015215,58,1,8,3,1,12,1,41.8828991911719,33.63992558603304,Healthy,1,94
10,11776,27.564802608244428,370,16,9,6,0,34,5,58.59162941930774,53.515588920375016,Moderate,38,69
18,32816,10.86077142572724,108,12,9,10,7,18,8,31.942741649291683,33.067962401728195,Healthy,73,35
3,15196,54.82940328570612,407,10,10,5,9,32,7,50.994486480063586,53.665599170296105,Moderate,13,7
13,43112,7.268767790945178,241,15,3,2,3,32,7,114.46903178306212,109.2162050916603,Critical,11,92
11,16958,28.740796980140978,185,19,8,2,6,35,2,98.24345681904778,105.64627552133376,Critical,80,72
17,24369,7.873507103545533,300,6,1,4,9,27,1,117.65268485790695,113.36427902660324,Critical,77,85
13,12689,10.254913101062147,428,2,7,4,3,33,4,34.620356504370214,37.268082693733454,Moderate,50,9
6,18331,41.23766668071121,485,15,5,7,0,36,8,62.38532475861962,69.9288889906533,Moderate,9,23
17,38528,40.5911193535752,195,18,2,1,7,11,1,170.76836405399743,179.9352226049948,Critical,43,62
13,14436,6.817870718369187,396,19,2,6,9,10,2,121.32583698120699,113.45281967012849,Critical,39,39
19,1066,5.062231131647861,401,15,8,9,8,25,7,42.67011515173484,43.73445355731332,Moderate,92,1
19,31725,9.33499424835312,107,1,5,2,9,33,5,69.84181926998131,74.54133648963645,Critical,59,19
10,26212,46.96493937415682,226,13,3,5,8,20,6,106.12543313505408,106.44849349042353,Critical,69,80
3,34332,37.15170600133289,337,19,1,10,8,35,8,98.91202366685833,102.2117791607986,Critical,30,32
14,26401,7.096503485367038,294,9,7,10,3,15,9,10.026491019244737,12.580359809569472,Healthy,36,13
19,14393,31.8453358730055,97,18,3,4,8,35,8,111.70797428418427,114.4909641537177,Critical,72,95
5,4670,44.16161463799482,350,10,7,4,3,38,1,69.74079868984654,69.51493170180129,Moderate,57,53
5,26601,52.792326703044345,487,17,2,8,1,10,4,113.34195411133707,109.55103767760771,Critical,42,54
20,3251,56.37200698624558,405,10,4,6,9,18,5,106.20399134778854,113.85652141998304,Critical,96,36
17,46717,23.009230962473666,149,8,2,7,2,36,9,91.71661103304943,85.29224733285132,Critical,70,87
10,34572,12.470783562729615,262,18,4,9,1,16,6,62.9436673992489,67.73074113286468,Moderate,37,83
5,28027,18.03092564022961,351,19,5,3,0,12,6,78.09267153298183,76.8670098028398,Critical,7,5
4,32846,47.689432062212305,464,9,8,2,5,18,3,92.74680850789807,93.02431607645006,Critical,33,32
6,22015,58.43163182732709,214,2,2,3,3,11,2,78.96572615612982,82.66303325475856,Critical,16,49
4,10583,30.65164895482093,449,2,10,8,6,19,2,13.320901276542148,7.191254587109512,Healthy,16,91
7,24104,21.794426745128437,479,7,3,9,6,26,7,48.20872530568222,52.35614882820964,Moderate,93,74
7,13224,28.605482007801896,175,5,10,10,9,40,5,10.202405617613191,2.797608020223592,Healthy,81,99
18,39784,21.764722955482284,351,19,5,5,0,10,10,102.59589670742149,99.49922558641725,Critical,52,83
3,31836,19.106813776393487,170,0,9,8,8,27,1,6.873830552946695,10.286850133694948,Healthy,14,69
1,30299,37.656291382394876,137,19,10,7,7,15,5,44.15182077617669,49.8476033300418,Moderate,63,71
4,14036,5.865478920544942,266,5,5,9,9,13,1,23.214355710988052,17.62416690422763,Healthy,56,82
6,20933,19.275373676574347,110,1,9,4,0,13,9,-36.55215785974289,-31.450781260172917,Healthy,19,78
9,13392,41.3760142814744,351,18,4,10,7,44,8,82.98716930638845,83.90131091749848,Critical,60,85
14,8938,6.763448296874277,228,6,10,3,4,13,4,19.71278321007973,15.852178063552884,Healthy,24,50
12,5141,9.576099907991424,239,10,5,9,0,10,1,28.459738428719483,25.682738069045087,Healthy,77,65
20,24350,21.136787963218165,212,10,9,8,3,40,8,45.96522346474936,46.99202989706002,Moderate,26,60
4,10546,53.27926392349417,130,3,4,7,6,28,5,31.521154291408475,34.76967605862025,Healthy,46,27
12,6335,47.06873880909129,219,19,5,1,4,30,1,134.74047779581736,131.14491483630718,Critical,98,99
10,6077,6.218614617893394,350,15,5,2,2,39,2,71.24712643736443,80.84819399776669,Critical,27,99
7,47015,32.59420491786705,423,4,4,9,3,16,5,65.66811524284373,64.39850892181377,Moderate,5,43
3,6611,20.10781216930792,245,6,4,5,1,14,9,-11.986144372107061,-5.879133219577497,Healthy,40,81
14,41857,40.675511248413464,252,15,5,1,7,11,10,114.53124444654765,119.20216062453541,Critical,58,11
10,36660,44.68546354264036,96,14,6,9,1,12,8,55.81000714215912,53.650087601540044,Moderate,94,82
16,6577,52.45744174211054,207,4,7,1,5,24,10,49.81478960971937,53.32516870447025,Moderate,77,56
16,21002,31.147893040720785,457,0,6,8,6,19,8,44.72680573160418,38.875028345561354,Moderate,60,25
10,40451,59.694754870007145,243,19,1,5,6,18,9,146.5189924306696,143.30920079279997,Critical,79,24
13,35275,58.89923590079101,476,8,2,6,0,32,2,134.76684371666497,138.46328731209178,Critical,48,91
6,29647,53.51916984590682,467,4,7,1,7,23,7,82.55601439055215,83.75724884414385,Critical,99,14
12,35831,36.6178222336939,328,5,3,2,8,42,10,94.08716258822669,100.1198270203736,Critical,4,73
9,35768,26.890354062709825,366,2,10,7,6,25,5,34.10517347854258,31.607176264846615,Healthy,95,97
13,31962,25.04124705768817,470,5,2,2,7,29,3,131.13565111455313,123.77186436890737,Critical,10,76
4,49334,5.666861254825966,318,7,6,5,3,17,10,20.77186653315239,26.87792409994468,Healthy,85,79
11,30583,18.704597348330157,248,5,4,9,7,43,8,47.068721680610444,46.3565116025769,Moderate,39,52
20,2294,44.53445292220405,273,15,5,5,2,40,2,117.918801416655,116.32146237693283,Critical,91,94
18,16096,38.19976549411866,312,15,6,3,0,17,4,97.92562344625111,104.09771266714218,Critical,69,64
11,37833,55.403220404214345,475,2,3,6,7,34,5,107.71356595702454,113.05562205747023,Critical,38,53
4,47858,7.751224680410683,215,16,1,7,5,22,5,81.71732024806386,91.12934164585324,Critical,69,86
18,28328,13.540213174753184,229,5,3,10,8,27,4,71.50442495369012,68.8380697665421,Moderate,19,77
1,25398,48.40840841436716,477,5,3,10,2,43,3,62.64629517435043,64.46876689451449,Moderate,3,38
7,18706,24.71791971574336,241,18,6,8,7,26,3,71.21219772464727,74.83822695036113,Critical,88,93
6,23340,11.508993354483286,446,19,4,3,8,21,5,114.02878874499635,104.13545040427509,Critical,12,50
15,19825,59.80477778050491,265,14,7,4,8,25,10,89.05873661721667,98.11933932730662,Critical,48,19
18,18482,48.29876664681496,333,18,2,10,6,22,6,129.3261320672156,123.07324392228092,Critical,75,63
11,10318,27.480757021696743,401,1,4,4,9,20,1,62.092275297084434,72.83150604838461,Critical,8,88
20,42256,50.284111232037716,156,7,8,2,2,23,4,109.43955372713359,111.97976066064902,Critical,58,10
15,45009,42.43321285655343,147,6,6,7,2,37,10,55.582853066347504,64.13485641180543,Moderate,2,89
16,44185,48.44861177634083,417,7,10,4,1,33,10,74.06379460214517,78.28432261218445,Critical,95,51
7,16574,49.83635076611074,279,12,3,4,0,26,6,79.37862429913191,81.98295224871431,Critical,10,84
10,49070,9.660077580967485,306,14,10,8,1,18,2,57.809352421572584,61.30915782033784,Moderate,4,53
12,15650,39.26350882284526,92,11,2,6,4,39,10,66.43114710170738,65.24145903311326,Moderate,34,68
14,47118,5.373205413725517,291,14,3,6,0,12,5,96.06513518805053,91.91078829267984,Critical,23,6
5,29930,7.390093546564384,91,13,1,9,9,17,9,40.03632490262533,40.717406479206296,Moderate,69,11
18,21171,54.71890049807125,144,6,1,4,3,27,3,122.00306157011387,120.36062106591922,Critical,81,1
5,35864,34.0160046746243,483,16,2,9,9,39,3,135.96173378902643,128.71728200754796,Critical,5,20
3,12801,45.47460922276887,303,4,3,1,9,12,9,51.17073633059633,54.567169361255715,Moderate,85,95
5,23372,51.11755447437303,237,19,9,9,0,43,3,76.70540990954986,71.98951994092658,Critical,41,68
17,17559,57.22727221605218,434,9,8,1,9,37,4,144.30875936681042,131.9219421498936,Critical,42,90
19,33334,52.81440663575378,356,18,9,7,7,34,9,126.11622421045003,117.31978704713772,Critical,13,94
19,40937,31.582129678351166,449,17,7,6,4,39,4,148.38932672757943,140.75093103821865,Critical,75,75
12,14288,23.47836690592813,216,9,7,7,9,16,5,48.071263366518565,44.24016481068357,Moderate,24,35
9,23398,13.4971279913321,320,1,5,9,3,38,2,36.851502638660435,31.029569297546495,Healthy,83,20
1,11694,27.017681536800396,174,5,7,10,2,11,8,-39.771080713153836,-38.04047162287097,Healthy,17,52
18,13191,25.15714685386399,210,2,4,4,8,35,9,54.50987822825762,55.03774894452242,Moderate,23,18
4,19051,35.776616307573036,136,18,5,9,5,16,10,34.24427628510446,35.008443974797544,Moderate,62,2
10,11737,41.60301748164674,358,4,1,3,0,27,4,77.98270080057918,81.2518255973425,Critical,78,59
7,26251,58.80790120447761,275,6,4,10,7,15,3,74.03021934625758,73.01910733744465,Critical,94,80
1,6147,45.06124023554029,194,6,3,9,9,36,4,37.11260819200667,39.52441406092639,Moderate,0,93
17,20643,40.40616928436078,394,9,2,1,1,33,7,119.61911928529051,119.62751064797015,Critical,14,99
2,39967,23.43008388475884,297,0,2,5,8,42,1,73.42733776423114,80.62581572194605,Critical,53,72
11,34314,6.897713207407929,411,10,8,10,6,40,2,59.32497025137236,62.22110695209879,Moderate,33,33
9,38999,20.846882087008048,55,6,1,5,2,43,10,62.254674943018934,55.91845917042873,Moderate,51,28
7,41733,47.26463452527898,80,5,8,1,3,31,5,72.21948187546855,71.09545238322595,Critical,1,73
17,19467,16.289956744209096,246,5,9,1,2,33,9,43.632491056572746,36.94058261906912,Moderate,35,56
17,35808,44.170350652076294,281,12,6,3,5,37,6,122.27638065788103,125.62451225696782,Critical,22,72
2,2752,36.88789134131787,345,15,1,9,8,29,3,76.32081646858727,77.59063385134064,Critical,23,39
6,2849,14.452127836275569,463,12,10,7,9,27,3,33.06535233305529,31.884707074209658,Healthy,31,49
14,3642,19.389364346050648,374,1,7,6,8,41,7,24.020049976283556,25.00605557408518,Healthy,50,74
6,2600,32.29669819175621,184,18,5,9,0,42,3,45.30597869257039,52.06210455649553,Moderate,45,18
2,47719,28.010608780931612,62,18,9,4,9,19,10,60.2817618184704,57.500562027743385,Moderate,12,21
1,21786,47.821011615071775,53,18,7,4,5,18,3,68.9948622842992,73.5882473018504,Critical,96,50
10,45565,45.39225533987859,227,17,5,3,0,34,10,108.0466912910065,108.38256372665418,Critical,13,48
5,21183,36.60159769101594,283,5,2,5,3,22,7,41.09186943530029,51.66123187480389,Moderate,16,51
2,2132,50.22510913101088,308,1,4,5,6,14,9,7.149128393990325,9.958949592862183,Healthy,15,21
16,39259,35.94682473763697,189,18,2,10,3,40,9,108.72524343700748,109.74276653075503,Critical,31,61
2,32076,58.04140911614931,114,5,9,7,8,40,3,55.15569546373698,52.07199599298619,Moderate,78,59
10,39563,16.947325453309478,332,19,2,7,9,43,8,114.06370719192668,120.98967155310358,Critical,94,79
2,27691,44.2772596481184,412,14,2,6,4,35,1,114.37687891854631,119.0677428372989,Critical,11,80
16,44299,25.346927262995738,355,5,2,4,8,16,8,114.09800215403418,105.68975288947479,Critical,96,6
16,11931,20.343140693110662,254,2,1,7,0,29,2,69.87162577649681,59.93371958042269,Moderate,2,52
19,8633,14.921311178224208,66,10,9,2,3,31,4,54.003578109967314,51.219901199472076,Moderate,74,30
7,38777,35.387691194384914,249,7,8,9,6,14,7,40.52537368102911,33.89501761455966,Healthy,52,3
12,35881,16.85081880120662,81,17,2,7,1,21,6,81.64713015709293,83.71464279206647,Critical,42,92
15,2044,16.019296829662323,261,16,2,2,8,30,9,93.28601518237438,90.36780963306613,Critical,4,6
8,47691,59.47925477960999,484,18,5,10,2,18,8,115.52973746105255,112.68482488126656,Critical,46,93
6,36199,49.096107926516844,322,18,4,2,3,38,2,144.28788835802078,149.34479369676868,Critical,26,2
10,25363,46.155225113990646,339,16,2,6,3,36,4,127.00971281124376,126.29919995178552,Critical,51,24
3,47694,48.67333442355152,340,3,8,7,7,26,1,74.4559592581301,75.84352877013137,Critical,55,33
19,2582,58.29075805453084,283,6,8,9,1,33,7,44.73378987966686,42.47427570245242,Moderate,79,32
17,15374,36.530217881426196,457,4,4,4,4,36,4,94.24274446740054,97.11150101875137,Critical,98,94
7,2308,17.11341325715733,231,15,4,8,1,17,8,9.884402020539056,16.87380849022621,Healthy,79,87
20,22301,52.421530241428144,195,5,9,10,5,38,2,73.22450330269658,72.8774701126766,Critical,79,37
4,9793,45.850190119974954,99,13,4,2,8,28,8,72.76621609906066,68.54021182716843,Moderate,85,3
14,2620,27.78695717837952,479,19,10,6,8,19,2,91.34336607625283,87.15038716778393,Critical,67,47
20,30883,31.04632242160555,481,1,9,4,0,33,8,48.89904502356382,57.84425381908002,Moderate,95,73
15,38534,27.6188819163378,152,17,3,8,3,43,1,131.3612814495619,130.77709115062368,Critical,90,88
8,38960,56.14681881259523,82,17,2,9,3,40,2,131.2403006508498,127.90223984455983,Critical,14,60
15,40390,23.89423863240618,138,12,8,2,0,13,5,79.17055378417885,78.36662229901295,Critical,18,64
20,7093,57.99163532608949,460,17,3,7,9,40,1,173.4095905666696,169.46947251458204,Critical,25,80
14,23259,55.06494741896724,434,16,2,7,1,18,5,120.49817635669318,127.65390248497997,Critical,78,70
9,21655,39.67866282364953,390,12,8,8,5,35,5,61.572915517607,67.29736964962225,Moderate,44,77
8,34005,36.8901975205041,364,11,8,5,9,22,7,80.10391921651934,77.27808304644103,Critical,9,60
17,32629,25.3549104038484,290,2,5,3,2,35,2,90.07155113436458,91.9431969154307,Critical,97,0
2,24610,6.008611395585744,315,6,9,1,8,10,2,40.18178247580494,34.15774120589505,Healthy,25,5
3,22602,12.019275243076429,272,0,6,4,2,18,6,-1.2285759633979194,-3.0577482742809536,Healthy,7,73
8,21409,46.482722784225174,285,4,5,3,2,40,10,46.21819252272957,50.70181064029786,Moderate,79,20
12,12110,30.93470696234909,202,0,3,2,8,33,3,68.44886629588594,73.19115199706638,Critical,92,66
1,7073,13.241097380338246,106,3,7,6,2,31,8,-48.45792739885809,-39.55590906970636,Healthy,31,82
10,36310,19.517846977252905,371,0,9,7,5,18,3,34.821665227128875,31.196348895431328,Healthy,20,27
20,16282,57.13102949158498,424,12,4,10,5,32,10,95.64316125576308,96.37938783320882,Critical,95,65
3,11195,25.19230594206458,161,13,7,7,0,29,4,24.69050304736259,19.717072047922265,Healthy,44,26
6,2537,54.92250698705344,64,14,3,8,6,30,7,57.60372729791387,56.02491137540638,Moderate,54,31
7,18138,21.75497077614672,461,16,2,2,8,36,1,137.67452480955134,137.64310442957895,Critical,11,11
20,45328,34.877105190193845,318,11,1,10,8,14,1,151.9867053962767,148.23230733305815,Critical,47,64
18,47202,6.126239584920884,163,6,6,6,8,26,9,60.79341690135988,61.57477830616487,Moderate,58,45
11,41164,33.70313107054673,301,18,5,6,1,43,6,112.22468454188589,114.26715612741393,Critical,73,39
19,25207,40.031810583584665,423,2,2,10,0,18,5,73.31188660195912,73.22331316038955,Critical,69,92
5,21619,17.886780463544785,191,17,3,1,5,43,2,115.29716665699715,111.44365108574459,Critical,36,8
19,25845,36.84154469129464,163,3,9,2,5,19,2,73.48908132678415,77.95067343707277,Critical,81,81
11,25310,40.594227462804206,499,2,3,9,3,11,7,57.24898034769245,52.5151688776158,Moderate,30,61
12,38899,42.77873431099661,339,11,7,8,7,34,6,93.37879419695057,93.25955490755882,Critical,98,99
10,31562,47.70218271121568,406,11,1,4,4,12,8,109.96337047352586,112.08675686214443,Critical,2,15
8,29036,22.123658361117908,74,16,7,6,6,43,3,78.29116612078725,77.46771903325484,Critical,68,98
9,9697,36.227732603753296,417,5,9,2,8,16,3,64.48115988012103,58.39063693623392,Moderate,97,99
4,18513,58.98684663705269,359,14,8,5,0,37,5,79.88731828171875,73.87435192373172,Critical,58,67
5,44039,54.39792938658364,304,1,7,2,8,18,10,63.45775671879208,61.48579364717206,Moderate,32,39
8,4145,57.39659854541016,317,7,10,5,3,20,4,41.21219404250646,37.51876203617948,Moderate,35,34
9,28818,26.237501919071427,175,13,8,7,6,38,8,49.22417091241947,49.05824759058133,Moderate,73,82
15,31544,48.281045824316394,442,4,4,7,3,25,6,87.26490973374165,90.26790163486979,Critical,2,59
15,14100,39.094387346819126,299,2,2,9,3,38,8,52.240045731115856,50.005390251788356,Moderate,74,69
16,21104,9.55042956842326,336,9,9,3,3,22,7,43.460297635079044,45.69944202421556,Moderate,2,94
14,5067,50.3189214036386,383,6,3,4,5,44,2,104.76956638714967,110.02623659134045,Critical,91,90
8,37963,42.24057019965505,102,10,4,9,4,20,9,49.76377720400829,51.734087854324926,Moderate,58,2
18,31728,15.940454773339674,417,14,7,8,1,44,6,76.88996281850378,85.44848284684116,Critical,53,52
10,33317,9.385620658620374,92,1,2,7,8,17,6,28.952894668675103,35.115370601681626,Moderate,27,99
20,32416,51.03621718565819,215,4,8,8,5,16,2,94.69051499547402,84.2472285604266,Critical,8,58
6,43012,9.339600622016057,91,10,10,9,9,14,9,8.173495222423064,2.354078474454653,Healthy,25,35
12,41049,10.024462595154015,429,7,8,4,5,15,1,80.60783374842583,81.9262536979994,Critical,28,65
2,3509,28.507455834737343,225,12,5,5,8,44,6,48.025664581512224,45.442635681718706,Moderate,9,36
7,22400,12.413880563071238,116,10,9,9,0,39,8,-15.361509774690909,-10.89555328743809,Healthy,26,78
16,49270,55.25182785934957,115,16,8,7,6,20,2,135.67941610205406,132.351036488788,Critical,62,86
3,7533,30.86561649447802,449,14,1,4,2,36,3,95.37159447270244,94.27157657648225,Critical,61,43
13,15670,36.30330393600143,132,0,9,6,3,30,10,-9.392103741479302,-6.301468622310026,Healthy,95,63
3,4932,56.04583492129481,399,18,5,1,0,23,10,73.79228872973957,75.32252946884097,Critical,17,50
18,48363,34.16447741010917,154,15,9,1,2,44,7,117.57115475036997,119.88622257793008,Critical,52,5
11,46809,24.44751302765252,449,18,9,9,6,38,1,121.25702783478025,117.39250116560603,Critical,81,96
8,39328,48.84353081987075,336,12,10,8,5,33,5,75.35595555730255,75.73530817930953,Critical,85,68
6,37784,29.35676086113659,423,3,10,1,0,41,6,41.15870645810358,49.11167421632197,Moderate,16,20
1,24723,22.515818408126798,235,10,3,2,8,15,10,46.09116474823308,48.42833944790585,Moderate,48,56
1,1719,44.7776202233044,333,17,8,4,3,19,7,36.70926592803405,40.28264533643937,Moderate,88,27
8,1074,49.088312213717366,53,17,7,1,6,29,10,51.7348345878865,58.91480225341218,Moderate,25,84
5,27498,48.54438921713493,187,9,7,2,3,29,10,47.847562736498936,51.535363881933804,Moderate,4,23
16,32345,58.77209277707892,228,16,10,5,6,35,7,98.25016068777924,109.10465082343151,Critical,72,91
11,21541,48.26668218812295,286,12,2,8,4,30,3,102.16043903042869,106.86735667738958,Critical,43,74
5,46929,47.346338977177744,67,13,2,6,0,32,7,92.10659034753718,91.18405842593236,Critical,23,62
4,35917,52.16168895549211,352,6,2,6,3,21,1,105.43500132937868,103.13996714833326,Critical,56,21
6,27028,5.010185741249354,465,9,2,4,2,22,4,74.25340219013415,71.99812398131112,Critical,6,33
14,30545,24.93372761532739,463,2,4,2,5,19,7,85.65875180620905,81.10569094520301,Critical,19,36
19,15033,45.56817028189322,469,1,7,3,5,16,7,77.46559269448967,71.43170352717904,Critical,55,40
9,32673,37.98454561106526,58,18,2,6,0,21,4,96.31796770719944,101.38560204167501,Critical,71,80
12,31974,14.766460144738971,469,6,5,6,1,34,1,75.643858465558,82.72795480269126,Critical,18,78
11,24097,21.705319899869995,78,4,7,5,1,11,8,5.254196556319152,4.578667486582276,Healthy,98,92
14,37975,23.523593609515874,193,2,9,6,9,35,4,59.10690643034705,56.407550424205056,Moderate,63,97
16,28608,36.23054611447738,397,1,8,6,3,14,2,59.83576429840964,63.76671911883778,Moderate,42,42
1,24525,50.737906304259205,198,5,9,1,8,17,4,53.61854760983656,51.95275027880856,Moderate,43,21
13,16043,56.28704788777239,113,13,7,6,1,18,8,66.66530967341981,57.13382246191088,Moderate,24,90
13,42846,46.25508270695015,416,6,3,5,7,29,8,107.2288332995916,114.31491502255608,Critical,16,14
2,12725,51.36227145972454,499,1,1,8,0,20,5,42.78437822790051,42.4941492869242,Moderate,38,20
4,37704,30.855277714833385,429,10,10,9,7,31,2,65.7219778020733,60.530907946381774,Moderate,24,51
6,43075,26.437642579225805,236,2,7,6,2,25,7,25.39622594220933,26.2433017486743,Healthy,98,3
5,38383,26.598969267931935,415,8,6,10,4,19,3,56.726500693233945,54.606464954762245,Moderate,38,46
3,30483,38.88211905869764,276,7,2,4,0,34,6,74.79926411647142,70.30330579701446,Critical,38,17
1,8265,11.833018805569495,167,10,1,3,0,28,9,16.9429260535072,18.368504626773856,Healthy,58,70
4,23763,36.87218005346436,461,17,10,10,5,13,5,41.814905100024724,46.89146829886944,Moderate,65,79
20,11116,41.5823073101049,488,0,4,1,2,28,9,78.3575656532928,78.97764023524401,Critical,15,34
2,16733,29.139980711343135,405,14,4,7,7,12,4,60.67153905367946,66.10042911044545,Moderate,52,75
5,47660,57.42419472241421,303,3,6,5,3,26,9,60.927311757399465,63.641386952429585,Moderate,77,6
3,26502,38.451729980876635,80,3,5,4,5,23,1,54.9731246938434,52.427880696528774,Moderate,28,40
9,38420,17.099970973014386,210,9,9,9,9,19,4,43.70564676239733,42.703082645978256,Moderate,65,9
20,44241,31.356894158843396,264,10,8,7,8,15,1,120.15564118404193,115.24098797257574,Critical,9,61
6,10247,42.147244042441166,493,17,9,10,7,40,9,49.704845754751894,48.605109404985285,Moderate,1,64
18,24840,22.799601851926344,218,14,10,8,3,40,8,47.26125655475158,51.17665228985372,Moderate,90,11
6,22058,9.380288345896275,130,2,7,4,9,18,8,-4.421328681203848,0.3618162400405822,Healthy,12,90
19,35929,37.088959909098676,95,6,9,10,7,21,7,49.3391557432293,45.954699300795895,Moderate,53,27
12,19635,57.1328592740824,98,6,3,10,6,35,9,55.422376290929186,54.058426799452384,Moderate,1,57
11,26628,31.678959205974557,498,16,9,8,4,11,3,79.79064873216942,80.67512464727093,Critical,41,55
2,32362,54.835999435587084,347,19,2,4,6,13,7,123.94488041594168,122.43946821660819,Critical,13,17
15,21953,50.92629736044317,456,15,9,1,6,41,6,124.43274218873117,128.28575991607784,Critical,80,64
12,20128,13.107703099869084,417,15,6,8,9,37,5,69.20665338600824,81.79661677640625,Critical,50,56
12,48356,43.94934570095639,332,7,4,1,1,15,9,107.64934370603369,102.61635656597308,Critical,48,49
9,13061,28.950603878958816,465,2,2,3,6,39,4,85.46611717733467,82.49058018918281,Critical,37,86
2,7041,18.763547889461528,137,19,10,7,2,37,3,20.637001613259955,20.727735100935966,Healthy,99,80
3,13673,42.78160956166867,170,14,3,3,7,22,3,86.90502862154722,91.32578022091216,Critical,33,44
12,22059,45.84633952610317,52,0,5,8,7,19,2,47.38846839352615,48.00818914672648,Moderate,28,61
16,35328,14.894297530416134,365,9,9,5,8,19,1,82.0950907459956,90.86438623918174,Critical,63,64
1,45722,55.294457513091466,276,1,7,3,3,14,3,65.19009103188655,64.32199215868414,Moderate,22,54
3,18548,46.31309841732925,128,6,3,5,9,38,8,45.29906685742783,54.978819547979654,Moderate,22,37
20,16078,56.335652452808276,194,13,4,5,2,21,6,110.71959360487017,110.07900209195965,Critical,15,3
2,6419,22.439027032003004,291,15,2,8,8,31,2,66.70330153985806,70.29157546370465,Critical,43,14
9,36490,56.663425865864276,81,14,8,9,8,11,8,62.84274989969027,63.27716659772132,Moderate,59,20
19,11550,25.268471181110947,312,6,6,6,1,23,5,47.48883271439749,53.00724118540216,Moderate,70,20
15,31337,7.968336878506546,260,12,3,10,5,19,4,80.95256162946377,73.54448303554227,Critical,64,50
18,2468,46.96331637899628,120,9,5,3,2,12,1,88.8411469687524,86.58689216335607,Critical,18,85
11,25309,43.69294792485874,433,8,5,2,4,17,1,112.10081730346019,115.57777396522816,Critical,44,77
16,1808,37.885104574483286,246,8,1,3,1,26,4,89.37870017976945,90.20216567035366,Critical,96,34
17,25747,31.94415594112957,107,5,5,9,3,13,9,37.45274015681712,29.10028161712124,Healthy,97,3
5,7719,6.769089867744727,473,11,6,7,2,30,10,0.2654111037578817,5.030665657798693,Healthy,0,98
12,17363,39.35284883360849,161,19,10,9,1,39,10,31.543789664956453,36.907255310828226,Moderate,11,31
11,29718,27.92590383725365,97,19,10,6,5,28,6,59.80316888366507,65.4897036534863,Moderate,24,91
15,29801,35.811517150751975,484,13,2,8,2,24,1,128.18382651563496,131.84698479147448,Critical,86,11
3,44359,28.612673808219995,234,19,3,10,3,29,8,83.86443656010519,76.60833834226514,Critical,88,53
1,38841,58.13308730208594,416,6,10,9,5,39,9,31.60812796916747,34.312335350158,Healthy,94,29
20,9012,38.225989563296594,376,7,5,3,4,19,2,101.6676485614173,103.70110132474987,Critical,87,8
16,19029,46.20799818313569,214,7,3,7,3,32,6,82.64366063701227,81.59570382507236,Critical,9,18
2,47660,56.49908211090958,264,7,5,9,3,33,7,64.74347277077818,64.86409436224282,Moderate,65,79
2,42017,37.53796276042068,380,1,5,2,1,21,1,81.09476173714579,76.17615675143708,Critical,32,29
3,48915,5.663438480232042,379,13,8,7,9,18,5,63.99219910162788,60.130895525551196,Moderate,86,64
8,1767,6.88604230707983,170,9,10,5,3,24,5,-8.287756881743741,-10.379402167906633,Healthy,1,44
15,4895,43.6286138756024,262,17,9,8,7,38,3,83.06891764799607,84.11735575314651,Critical,3,22
7,43968,20.349682488320592,360,17,8,4,4,27,2,109.9468384762345,105.40161574913415,Critical,22,75
6,41097,36.86588500413718,90,17,3,1,9,29,1,144.6536519531005,148.9318769026958,Critical,40,4
9,16332,16.125244959986794,402,15,1,10,9,10,6,69.59596931043943,74.02282908199616,Critical,37,83
20,15621,19.86368812839428,453,19,3,8,7,12,7,107.45223176345803,109.8043954747906,Critical,86,66
1,12334,32.75525807714414,338,4,1,6,5,17,2,58.926952652996526,52.935225070170645,Moderate,55,65
8,19174,58.65632048458451,217,19,9,8,9,40,2,100.93445937817137,105.07405899885849,Critical,75,42
3,34653,38.89487690650554,83,4,3,3,4,17,5,55.047003854352,57.84834417222562,Moderate,43,83
4,41502,56.488145748216276,367,19,8,8,3,24,5,100.18238131622383,99.30965268109402,Critical,63,1
15,37674,57.76589199128211,324,9,6,8,9,31,3,123.94346833417863,124.38647778104348,Critical,23,47
6,38260,16.446049803127906,476,16,3,1,8,41,3,142.47963238601764,145.15898990628205,Critical,92,57
15,43498,22.115648135791943,246,12,9,4,9,14,1,110.38570603047111,108.15697783966573,Critical,40,39
3,3073,47.34957546702873,240,16,8,7,4,18,3,43.68710194813217,45.565313428826514,Moderate,27,98
14,7269,52.67202012602391,270,17,3,1,9,24,9,129.4867662659464,124.4394451037345,Critical,61,52
20,18194,33.557470930424024,59,12,7,3,5,42,2,107.56705876872807,106.41866891530287,Critical,14,58
